timestamp,user,src_ip,dest_ip,event_type,process_name,file_hash,severity,ip_ip,ip_malicious_score,ip_threat_category,ip_confidence,hash_file_hash,hash_malicious_score,hash_threat_category,hash_confidence,anomaly_score,is_anomaly,normalized_anomaly,risk_level
2026-05-15 22:37:22.712104,user1,10.0.0.16,10.0.0.34,lateral_movement,chrome.exe,hash_129,high,10.0.0.26,66,ransomware,63,,98,phishing,77,0.0011004390866833358,1,0.03326667256302261,low
2026-05-15 22:42:17.712104,user3,10.0.0.44,10.0.0.25,privilege_escalation,cmd.exe,,critical,10.0.0.7,51,phishing,91,,27,benign,24,0.010972471195405453,1,0.3317017823902402,medium
2026-05-15 22:54:31.712104,user18,10.0.0.15,10.0.0.34,suspicious_powershell,cmd.exe,,low,10.0.0.37,34,benign,0,,68,bruteforce,58,-0.007930813324575292,0,-0.23975136217878062,low
2026-05-15 23:04:59.712104,user17,10.0.0.29,10.0.0.29,successful_login,chrome.exe,,medium,10.0.0.8,19,benign,26,hash_81,80,ransomware,55,-0.041023643961211054,0,-1.2401596303824696,low
2026-05-15 23:06:57.712104,user16,10.0.0.49,10.0.0.47,successful_login,powershell.exe,hash_124,low,10.0.0.5,72,phishing,61,,31,benign,2,-0.04862352716780466,0,-1.4699068551134251,low
2026-05-15 23:16:40.712104,user7,10.0.0.18,10.0.0.7,failed_login,winword.exe,,high,10.0.0.42,54,bruteforce,71,hash_158,59,botnet,88,-0.038650290873057935,0,-1.168412306050334,low
2026-05-15 23:17:55.712104,user13,10.0.0.48,10.0.0.6,malware_detected,chrome.exe,,low,10.0.0.3,92,botnet,56,,96,phishing,59,-0.006002902345618899,0,-0.18146991430609674,low
2026-05-15 23:20:50.712104,user8,10.0.0.10,10.0.0.3,failed_login,powershell.exe,hash_69,low,10.0.0.20,79,ransomware,86,,43,ransomware,59,-0.06519437217880375,0,-1.970849507682194,low
2026-05-15 23:24:23.712104,user2,10.0.0.30,10.0.0.10,impossible_travel,svchost.exe,,medium,10.0.0.47,74,ransomware,76,hash_47,77,bruteforce,95,-0.02169468614848069,0,-0.6558382278425283,low
2026-05-15 23:25:19.712104,user5,10.0.0.48,10.0.0.18,failed_login,cmd.exe,,medium,10.0.0.37,41,phishing,66,,26,benign,31,-0.03777940776871641,0,-1.1420851940607768,low
2026-05-15 23:30:34.712104,user13,10.0.0.10,10.0.0.20,successful_login,cmd.exe,,low,10.0.0.22,43,bruteforce,68,,63,botnet,86,-0.05014457636508546,0,-1.5158887238152132,low
2026-05-15 23:30:50.712104,user15,10.0.0.29,10.0.0.29,successful_login,winword.exe,,low,10.0.0.35,17,benign,26,,20,benign,10,-0.048228554179055916,0,-1.4579666784630805,low
2026-05-15 23:44:21.712104,user18,10.0.0.1,10.0.0.16,successful_login,svchost.exe,hash_116,medium,10.0.0.3,83,ransomware,80,,72,bruteforce,76,-0.04499941482735231,0,-1.3603486251119759,low
2026-05-15 23:49:15.712104,user15,10.0.0.48,10.0.0.36,impossible_travel,winword.exe,,low,10.0.0.31,87,phishing,59,hash_70,39,benign,13,-0.010011247287186276,0,-0.302643635145714,low
2026-05-15 23:51:07.712104,user9,10.0.0.21,10.0.0.1,malware_detected,chrome.exe,,high,10.0.0.44,45,botnet,100,,1,benign,1,0.006161108319471753,1,0.18625253825445118,low
2026-05-16 00:06:30.712104,user14,10.0.0.22,10.0.0.13,successful_login,cmd.exe,,critical,10.0.0.35,86,phishing,78,hash_192,81,botnet,77,-0.011899062904188074,0,-0.35971298568963117,low
2026-05-16 00:48:58.712104,user18,10.0.0.42,10.0.0.14,malware_detected,chrome.exe,,medium,10.0.0.38,8,benign,31,hash_165,75,unknown,72,-0.006184523275755305,0,-0.18696038087217398,low
2026-05-16 00:54:47.712104,user8,10.0.0.42,10.0.0.22,suspicious_powershell,cmd.exe,,medium,10.0.0.36,65,bruteforce,80,,93,bruteforce,87,-0.0012044410453541654,0,-0.03641068948034527,low
2026-05-16 01:07:52.712104,user1,10.0.0.12,10.0.0.18,failed_login,chrome.exe,,medium,10.0.0.39,4,benign,19,,48,bruteforce,77,-0.03869323786821355,0,-1.1697106092846488,low
2026-05-16 01:09:25.712104,user17,10.0.0.9,10.0.0.24,privilege_escalation,chrome.exe,,low,10.0.0.29,21,benign,20,,26,benign,13,-0.033973231768656964,0,-1.0270231136208363,low
2026-05-16 01:12:16.712104,user2,10.0.0.10,10.0.0.14,suspicious_powershell,powershell.exe,,high,10.0.0.8,93,botnet,52,hash_87,50,phishing,82,0.005200155466471512,1,0.1572025851074666,low
2026-05-16 01:12:47.712104,user3,10.0.0.26,10.0.0.27,successful_login,cmd.exe,,high,10.0.0.19,35,benign,7,,44,bruteforce,88,-0.027533991171167227,0,-0.8323625357629223,low
2026-05-16 01:12:52.712104,user2,10.0.0.28,10.0.0.32,successful_login,svchost.exe,,low,10.0.0.41,84,botnet,63,,74,ransomware,74,-0.05484110345215426,0,-1.657866440419025,low
2026-05-16 01:13:16.712104,user15,10.0.0.3,10.0.0.44,impossible_travel,winword.exe,,high,10.0.0.40,76,phishing,80,,63,botnet,81,7.956331361258506e-05,1,0.0024052278167947306,low
2026-05-16 01:13:28.712104,user1,10.0.0.21,10.0.0.29,lateral_movement,winword.exe,,critical,10.0.0.37,63,botnet,76,hash_81,29,benign,17,-0.006358539452903156,0,-0.192220952998246,low
2026-05-16 01:17:13.712104,user12,10.0.0.21,10.0.0.13,successful_login,cmd.exe,,critical,10.0.0.30,51,unknown,64,hash_163,56,unknown,56,-0.012700537394076894,0,-0.3839418500996604,low
2026-05-16 01:17:56.712104,user17,10.0.0.48,10.0.0.39,impossible_travel,powershell.exe,,low,10.0.0.48,49,unknown,80,,38,benign,42,-0.036704270472512845,0,-1.109583403797315,low
2026-05-16 01:38:16.712104,user6,10.0.0.27,10.0.0.18,suspicious_powershell,powershell.exe,,medium,10.0.0.44,7,benign,44,,60,unknown,76,-0.0077702444907638,0,-0.23489730811720366,low
2026-05-16 01:40:43.712104,user6,10.0.0.6,10.0.0.22,successful_login,powershell.exe,,low,10.0.0.13,56,unknown,92,,99,bruteforce,92,-0.04664289404739086,0,-1.4100315977896691,low
2026-05-16 01:44:48.712104,user15,10.0.0.35,10.0.0.8,lateral_movement,svchost.exe,hash_7,low,10.0.0.16,66,ransomware,52,hash_192,59,botnet,95,-0.01664156414206741,0,-0.5030805175407246,low
2026-05-16 01:48:32.712104,user5,10.0.0.27,10.0.0.7,failed_login,winword.exe,hash_162,low,10.0.0.36,37,benign,28,,75,phishing,63,-0.04564373701873886,0,-1.3798267185615167,low
2026-05-16 01:48:57.712104,user16,10.0.0.43,10.0.0.49,malware_detected,chrome.exe,,low,10.0.0.35,62,unknown,80,,94,phishing,97,-0.011832729544322962,0,-0.3577077041712432,low
2026-05-16 01:50:13.712104,user9,10.0.0.20,10.0.0.11,failed_login,chrome.exe,hash_27,low,10.0.0.40,21,benign,25,,39,benign,36,-0.0454557685630142,0,-1.3741443639955626,low
2026-05-16 02:04:30.712104,user17,10.0.0.30,10.0.0.2,successful_login,svchost.exe,,high,10.0.0.5,89,phishing,56,,59,botnet,54,-0.03656879991570905,0,-1.1054880797492523,low
2026-05-16 02:11:48.712104,user5,10.0.0.29,10.0.0.2,malware_detected,svchost.exe,,medium,10.0.0.26,35,benign,5,,42,bruteforce,76,-0.018324338985183652,0,-0.5539514111509847,low
2026-05-16 02:12:23.712104,user18,10.0.0.30,10.0.0.24,suspicious_powershell,svchost.exe,,critical,10.0.0.15,79,ransomware,68,,93,bruteforce,58,0.017862007296457927,1,0.5399749565789255,high
2026-05-16 02:20:43.712104,user12,10.0.0.31,10.0.0.39,successful_login,svchost.exe,hash_32,high,10.0.0.25,14,benign,17,,9,benign,19,-0.01904366724398887,0,-0.5756969652126139,low
2026-05-16 02:27:43.712104,user17,10.0.0.43,10.0.0.45,impossible_travel,winword.exe,,low,10.0.0.47,38,benign,8,hash_104,93,unknown,96,-0.025367071236902794,0,-0.7668557605167564,low
2026-05-16 02:40:03.712104,user14,10.0.0.26,10.0.0.28,successful_login,powershell.exe,,low,10.0.0.8,27,benign,43,,76,botnet,67,-0.06552471970565388,0,-1.9808360331888892,low
2026-05-16 02:42:17.712104,user14,10.0.0.50,10.0.0.25,impossible_travel,chrome.exe,,medium,10.0.0.9,41,unknown,98,,26,benign,28,-0.02260416843950591,0,-0.6833322072399631,low
2026-05-16 02:42:34.712104,user9,10.0.0.25,10.0.0.18,successful_login,chrome.exe,hash_47,medium,10.0.0.8,93,botnet,60,,17,benign,26,-0.028972854294626316,0,-0.8758598896558921,low
2026-05-16 02:53:03.712104,user16,10.0.0.46,10.0.0.43,successful_login,svchost.exe,,high,10.0.0.36,95,phishing,97,,28,benign,24,-0.02720623246135928,0,-0.8224542711340076,low
2026-05-16 03:05:50.712104,user19,10.0.0.28,10.0.0.3,privilege_escalation,chrome.exe,,high,10.0.0.30,96,unknown,86,,3,benign,5,0.010759552618756496,1,0.32526517662288806,medium
2026-05-16 03:29:44.712104,user4,10.0.0.47,10.0.0.28,successful_login,chrome.exe,,medium,10.0.0.41,4,benign,0,,71,botnet,92,-0.03491669393913149,0,-1.0555443170936882,low
2026-05-16 03:30:14.712104,user10,10.0.0.14,10.0.0.11,failed_login,winword.exe,,medium,10.0.0.46,29,benign,48,,61,unknown,78,-0.05385972416881729,0,-1.628198988877203,low
2026-05-16 03:43:09.712104,user18,10.0.0.42,10.0.0.26,successful_login,winword.exe,,low,10.0.0.9,13,benign,33,,99,unknown,98,-0.031070289245420324,0,-0.9392661086594363,low
2026-05-16 03:43:17.712104,user15,10.0.0.49,10.0.0.2,impossible_travel,powershell.exe,hash_119,high,10.0.0.30,89,phishing,61,,18,benign,36,-0.004680685082827152,0,-0.1414988070719473,low
2026-05-16 03:43:32.712104,user7,10.0.0.26,10.0.0.9,failed_login,svchost.exe,,medium,10.0.0.18,69,bruteforce,95,,100,unknown,72,-0.03528655755752713,0,-1.0667254283746646,low
2026-05-16 03:52:21.712104,user5,10.0.0.18,10.0.0.50,impossible_travel,winword.exe,,medium,10.0.0.30,23,benign,3,,73,bruteforce,54,-0.016706604905934785,0,-0.5050467234134605,low
2026-05-16 03:55:19.712104,user14,10.0.0.23,10.0.0.35,failed_login,cmd.exe,hash_148,low,10.0.0.40,96,ransomware,56,,76,phishing,79,-0.044296397183498426,0,-1.3390961468538631,low
2026-05-16 03:59:59.712104,user20,10.0.0.36,10.0.0.36,successful_login,svchost.exe,,low,10.0.0.43,3,benign,3,,83,botnet,51,-0.05023433580703657,0,-1.5186021842883655,low
2026-05-16 04:01:58.712104,user12,10.0.0.27,10.0.0.25,failed_login,svchost.exe,,high,10.0.0.47,46,phishing,71,,10,benign,16,-0.015617520241148264,0,-0.4721232991410108,low
2026-05-16 04:12:00.712104,user12,10.0.0.8,10.0.0.12,successful_login,cmd.exe,hash_99,low,10.0.0.14,34,benign,10,,7,benign,18,-0.0430004161176718,0,-1.2999181693661028,low
2026-05-16 04:19:16.712104,user20,10.0.0.44,10.0.0.32,malware_detected,cmd.exe,,critical,10.0.0.32,48,botnet,57,,68,bruteforce,82,0.005530288263299765,1,0.16718261924774855,low
2026-05-16 04:34:38.712104,user4,10.0.0.18,10.0.0.27,successful_login,svchost.exe,,low,10.0.0.13,74,botnet,51,,27,benign,16,-0.06145997725743296,0,-1.857957395275789,low
2026-05-16 04:37:41.712104,user19,10.0.0.27,10.0.0.8,successful_login,powershell.exe,hash_186,medium,10.0.0.37,38,benign,1,,51,phishing,96,-0.058716974862731974,0,-1.7750354383875355,low
2026-05-16 04:40:22.712104,user20,10.0.0.6,10.0.0.20,successful_login,cmd.exe,,low,10.0.0.30,50,phishing,91,,59,ransomware,52,-0.05760331168225069,0,-1.741368996674505,low
2026-05-16 04:43:45.712104,user11,10.0.0.35,10.0.0.7,failed_login,cmd.exe,,medium,10.0.0.33,32,benign,44,,11,benign,24,-0.03128477103057886,0,-0.9457499707867861,low
2026-05-16 04:44:27.712104,user18,10.0.0.24,10.0.0.27,successful_login,svchost.exe,,low,10.0.0.22,75,bruteforce,57,,88,ransomware,59,-0.050718248170186386,0,-1.5332310304725032,low
2026-05-16 04:48:14.712104,user11,10.0.0.21,10.0.0.10,failed_login,svchost.exe,,low,10.0.0.15,59,bruteforce,58,hash_128,66,phishing,81,-0.0448047153783247,0,-1.3544627901781006,low
2026-05-16 04:50:10.712104,user3,10.0.0.42,10.0.0.8,successful_login,svchost.exe,,low,10.0.0.31,52,botnet,51,hash_136,48,phishing,72,-0.052317740415814495,0,-1.581584260965956,low
2026-05-16 04:57:42.712104,user7,10.0.0.19,10.0.0.23,failed_login,cmd.exe,,low,10.0.0.3,42,phishing,70,,93,botnet,61,-0.04388604949843189,0,-1.3266911875596181,low
2026-05-16 05:09:01.712104,user5,10.0.0.17,10.0.0.27,successful_login,powershell.exe,,medium,10.0.0.11,49,ransomware,61,hash_127,11,benign,33,-0.05432778134815186,0,-1.642348527106188,low
2026-05-16 05:12:59.712104,user11,10.0.0.48,10.0.0.2,failed_login,powershell.exe,,medium,10.0.0.18,8,benign,26,,84,botnet,59,-0.028900233847278523,0,-0.8736645472034711,low
2026-05-16 05:13:08.712104,user1,10.0.0.9,10.0.0.32,suspicious_powershell,powershell.exe,hash_167,low,10.0.0.50,54,ransomware,89,,48,bruteforce,77,-0.03565022811064239,0,-1.077719321046872,low
2026-05-16 05:36:56.712104,user7,10.0.0.13,10.0.0.29,successful_login,cmd.exe,,medium,10.0.0.10,64,unknown,84,,80,unknown,74,-0.045470613571893415,0,-1.3745931339961526,low
2026-05-16 05:38:40.712104,user6,10.0.0.14,10.0.0.24,suspicious_powershell,powershell.exe,hash_46,medium,10.0.0.26,31,benign,3,,89,bruteforce,78,-0.008027206393404096,0,-0.2426653595975178,low
2026-05-16 05:46:10.712104,user7,10.0.0.1,10.0.0.41,failed_login,svchost.exe,,critical,10.0.0.49,37,benign,38,,86,phishing,98,-0.015075915236245019,0,-0.45575038347975966,low
2026-05-16 05:46:58.712104,user7,10.0.0.42,10.0.0.1,malware_detected,svchost.exe,,medium,10.0.0.5,26,benign,33,,59,bruteforce,59,-0.024043128100523725,0,-0.7268324794983336,low
2026-05-16 05:49:09.712104,user11,10.0.0.20,10.0.0.20,successful_login,chrome.exe,,medium,10.0.0.27,22,benign,26,,4,benign,45,-0.03540259326005857,0,-1.0702332297318191,low
2026-05-16 05:55:45.712104,user12,10.0.0.25,10.0.0.33,failed_login,cmd.exe,,medium,10.0.0.37,55,unknown,93,,51,unknown,78,-0.04004199155385957,0,-1.2104839222026655,low
2026-05-16 05:56:09.712104,user16,10.0.0.10,10.0.0.18,malware_detected,powershell.exe,,medium,10.0.0.45,97,botnet,69,,39,benign,5,-0.0031770676717175483,0,-0.09604390758614154,low
2026-05-16 05:59:45.712104,user3,10.0.0.9,10.0.0.26,successful_login,winword.exe,,medium,10.0.0.36,13,benign,46,,71,ransomware,91,-0.03519921730015374,0,-1.0640851007283905,low
2026-05-16 06:08:09.712104,user1,10.0.0.3,10.0.0.12,successful_login,svchost.exe,,low,10.0.0.35,70,bruteforce,83,,32,benign,36,-0.07109942743080855,0,-2.1493614688731264,low
2026-05-16 06:19:32.712104,user17,10.0.0.23,10.0.0.32,successful_login,cmd.exe,,high,10.0.0.21,93,unknown,51,,1,benign,9,-0.0156863988678137,0,-0.47420552499757845,low
2026-05-16 06:32:21.712104,user11,10.0.0.18,10.0.0.9,successful_login,winword.exe,,low,10.0.0.14,67,phishing,71,,30,benign,31,-0.04985240436730559,0,-1.5070562583931413,low
2026-05-16 06:34:03.712104,user18,10.0.0.5,10.0.0.41,successful_login,powershell.exe,,high,10.0.0.14,49,phishing,53,,29,benign,45,-0.040541812900874385,0,-1.2255937027369657,low
2026-05-16 06:38:49.712104,user10,10.0.0.18,10.0.0.40,suspicious_powershell,svchost.exe,,low,10.0.0.43,4,benign,31,,8,benign,11,-0.020322359773229604,0,-0.614352303971292,low
2026-05-16 06:43:28.712104,user18,10.0.0.3,10.0.0.40,suspicious_powershell,svchost.exe,,medium,10.0.0.23,11,benign,41,,43,unknown,52,-0.00575365352217716,0,-0.17393503200639068,low
2026-05-16 06:49:16.712104,user20,10.0.0.48,10.0.0.32,lateral_movement,powershell.exe,,low,10.0.0.48,34,benign,26,,81,unknown,80,-0.02948158583370064,0,-0.8912390285266092,low
2026-05-16 07:04:55.712104,user4,10.0.0.34,10.0.0.37,successful_login,powershell.exe,,high,10.0.0.35,92,bruteforce,69,,15,benign,37,-0.02767410014039201,0,-0.8365980807001631,low
2026-05-16 07:13:14.712104,user2,10.0.0.32,10.0.0.10,successful_login,chrome.exe,,low,10.0.0.30,79,phishing,96,hash_60,50,botnet,64,-0.05305742763748572,0,-1.603945273856322,low
2026-05-16 07:18:04.712104,user5,10.0.0.37,10.0.0.11,failed_login,chrome.exe,,low,10.0.0.8,3,benign,39,hash_197,53,unknown,52,-0.042608017097526985,0,-1.2880558047198667,low
2026-05-16 07:20:33.712104,user8,10.0.0.34,10.0.0.44,privilege_escalation,powershell.exe,,low,10.0.0.15,39,benign,47,,42,ransomware,99,-0.038805196236242345,0,-1.1730951513415198,low
2026-05-16 07:30:03.712104,user9,10.0.0.10,10.0.0.19,failed_login,winword.exe,hash_110,medium,10.0.0.26,16,benign,24,,3,benign,21,-0.026706244866247786,0,-0.8073394648594704,low
2026-05-16 07:34:15.712104,user2,10.0.0.15,10.0.0.25,failed_login,chrome.exe,,low,10.0.0.21,26,benign,22,,99,unknown,78,-0.0401016089968152,0,-1.2122861791179729,low
2026-05-16 07:58:57.712104,user1,10.0.0.49,10.0.0.3,successful_login,chrome.exe,,medium,10.0.0.26,81,bruteforce,93,hash_89,90,phishing,64,-0.04145253447633873,0,-1.2531251461523072,low
2026-05-16 08:08:47.712104,user6,10.0.0.46,10.0.0.9,privilege_escalation,winword.exe,,medium,10.0.0.30,89,botnet,50,,70,unknown,69,-0.011780910500952146,0,-0.356141195702754,low
2026-05-16 08:28:07.712104,user5,10.0.0.20,10.0.0.47,failed_login,svchost.exe,hash_200,low,10.0.0.41,0,benign,41,,99,unknown,76,-0.026665742566072126,0,-0.8061150656407423,low
2026-05-16 08:38:20.712104,user6,10.0.0.39,10.0.0.16,impossible_travel,cmd.exe,,low,10.0.0.19,55,unknown,66,hash_24,99,bruteforce,82,-0.008779659092516434,0,-0.2654122774991498,low
