timestamp,user,src_ip,dest_ip,event_type,process_name,file_hash,severity
2026-05-15 19:45:27.712104,user12,10.0.0.27,10.0.0.37,failed_login,chrome.exe,,low
2026-05-15 19:51:39.712104,user2,10.0.0.35,10.0.0.43,successful_login,powershell.exe,hash_192,low
2026-05-15 20:00:12.712104,user2,10.0.0.41,10.0.0.39,malware_detected,winword.exe,,critical
2026-05-15 20:00:44.712104,user19,10.0.0.40,10.0.0.25,suspicious_powershell,winword.exe,,low
2026-05-15 20:07:27.712104,user11,10.0.0.47,10.0.0.18,failed_login,chrome.exe,,low
2026-05-15 20:11:41.712104,user6,10.0.0.35,10.0.0.15,lateral_movement,svchost.exe,,low
2026-05-15 20:15:32.712104,user17,10.0.0.3,10.0.0.40,suspicious_powershell,chrome.exe,,low
2026-05-15 20:38:47.712104,user6,10.0.0.43,10.0.0.14,failed_login,chrome.exe,,low
2026-05-15 20:39:25.712104,user4,10.0.0.9,10.0.0.6,lateral_movement,svchost.exe,,medium
2026-05-15 20:44:19.712104,user17,10.0.0.47,10.0.0.18,successful_login,cmd.exe,hash_47,medium
2026-05-15 20:57:42.712104,user7,10.0.0.28,10.0.0.37,lateral_movement,powershell.exe,,medium
2026-05-15 21:01:35.712104,user14,10.0.0.14,10.0.0.13,successful_login,winword.exe,,low
2026-05-15 21:08:08.712104,user14,10.0.0.30,10.0.0.50,successful_login,chrome.exe,,high
2026-05-15 21:27:27.712104,user4,10.0.0.11,10.0.0.8,successful_login,svchost.exe,,medium
2026-05-15 21:34:24.712104,user9,10.0.0.21,10.0.0.13,successful_login,winword.exe,,high
2026-05-15 21:38:31.712104,user4,10.0.0.47,10.0.0.26,failed_login,chrome.exe,,high
2026-05-15 21:41:33.712104,user8,10.0.0.3,10.0.0.46,successful_login,winword.exe,hash_37,low
2026-05-15 21:47:21.712104,user9,10.0.0.21,10.0.0.27,successful_login,svchost.exe,,high
2026-05-15 21:50:45.712104,user13,10.0.0.49,10.0.0.49,lateral_movement,winword.exe,,low
2026-05-15 21:55:37.712104,user17,10.0.0.39,10.0.0.34,failed_login,powershell.exe,,low
2026-05-15 22:01:38.712104,user8,10.0.0.38,10.0.0.42,failed_login,powershell.exe,hash_89,medium
2026-05-15 22:05:06.712104,user3,10.0.0.2,10.0.0.4,successful_login,winword.exe,,low
2026-05-15 22:08:05.712104,user12,10.0.0.14,10.0.0.8,malware_detected,winword.exe,,medium
2026-05-15 22:12:44.712104,user16,10.0.0.3,10.0.0.47,malware_detected,powershell.exe,,low
2026-05-15 22:37:22.712104,user1,10.0.0.16,10.0.0.34,lateral_movement,chrome.exe,hash_129,high
2026-05-15 22:42:17.712104,user3,10.0.0.44,10.0.0.25,privilege_escalation,cmd.exe,,critical
2026-05-15 22:54:31.712104,user18,10.0.0.15,10.0.0.34,suspicious_powershell,cmd.exe,,low
2026-05-15 23:04:59.712104,user17,10.0.0.29,10.0.0.29,successful_login,chrome.exe,,medium
2026-05-15 23:06:57.712104,user16,10.0.0.49,10.0.0.47,successful_login,powershell.exe,hash_124,low
2026-05-15 23:16:40.712104,user7,10.0.0.18,10.0.0.7,failed_login,winword.exe,,high
2026-05-15 23:17:55.712104,user13,10.0.0.48,10.0.0.6,malware_detected,chrome.exe,,low
2026-05-15 23:20:50.712104,user8,10.0.0.10,10.0.0.3,failed_login,powershell.exe,hash_69,low
2026-05-15 23:24:23.712104,user2,10.0.0.30,10.0.0.10,impossible_travel,svchost.exe,,medium
2026-05-15 23:25:19.712104,user5,10.0.0.48,10.0.0.18,failed_login,cmd.exe,,medium
2026-05-15 23:30:34.712104,user13,10.0.0.10,10.0.0.20,successful_login,cmd.exe,,low
2026-05-15 23:30:50.712104,user15,10.0.0.29,10.0.0.29,successful_login,winword.exe,,low
2026-05-15 23:44:21.712104,user18,10.0.0.1,10.0.0.16,successful_login,svchost.exe,hash_116,medium
2026-05-15 23:49:15.712104,user15,10.0.0.48,10.0.0.36,impossible_travel,winword.exe,,low
2026-05-15 23:51:07.712104,user9,10.0.0.21,10.0.0.1,malware_detected,chrome.exe,,high
2026-05-16 00:06:30.712104,user14,10.0.0.22,10.0.0.13,successful_login,cmd.exe,,critical
2026-05-16 00:48:58.712104,user18,10.0.0.42,10.0.0.14,malware_detected,chrome.exe,,medium
2026-05-16 00:54:47.712104,user8,10.0.0.42,10.0.0.22,suspicious_powershell,cmd.exe,,medium
2026-05-16 01:07:52.712104,user1,10.0.0.12,10.0.0.18,failed_login,chrome.exe,,medium
2026-05-16 01:09:25.712104,user17,10.0.0.9,10.0.0.24,privilege_escalation,chrome.exe,,low
2026-05-16 01:12:16.712104,user2,10.0.0.10,10.0.0.14,suspicious_powershell,powershell.exe,,high
2026-05-16 01:12:47.712104,user3,10.0.0.26,10.0.0.27,successful_login,cmd.exe,,high
2026-05-16 01:12:52.712104,user2,10.0.0.28,10.0.0.32,successful_login,svchost.exe,,low
2026-05-16 01:13:16.712104,user15,10.0.0.3,10.0.0.44,impossible_travel,winword.exe,,high
2026-05-16 01:13:28.712104,user1,10.0.0.21,10.0.0.29,lateral_movement,winword.exe,,critical
2026-05-16 01:17:13.712104,user12,10.0.0.21,10.0.0.13,successful_login,cmd.exe,,critical
2026-05-16 01:17:56.712104,user17,10.0.0.48,10.0.0.39,impossible_travel,powershell.exe,,low
2026-05-16 01:38:16.712104,user6,10.0.0.27,10.0.0.18,suspicious_powershell,powershell.exe,,medium
2026-05-16 01:40:43.712104,user6,10.0.0.6,10.0.0.22,successful_login,powershell.exe,,low
2026-05-16 01:44:48.712104,user15,10.0.0.35,10.0.0.8,lateral_movement,svchost.exe,hash_7,low
2026-05-16 01:48:32.712104,user5,10.0.0.27,10.0.0.7,failed_login,winword.exe,hash_162,low
2026-05-16 01:48:57.712104,user16,10.0.0.43,10.0.0.49,malware_detected,chrome.exe,,low
2026-05-16 01:50:13.712104,user9,10.0.0.20,10.0.0.11,failed_login,chrome.exe,hash_27,low
2026-05-16 02:04:30.712104,user17,10.0.0.30,10.0.0.2,successful_login,svchost.exe,,high
2026-05-16 02:11:48.712104,user5,10.0.0.29,10.0.0.2,malware_detected,svchost.exe,,medium
2026-05-16 02:12:23.712104,user18,10.0.0.30,10.0.0.24,suspicious_powershell,svchost.exe,,critical
2026-05-16 02:20:43.712104,user12,10.0.0.31,10.0.0.39,successful_login,svchost.exe,hash_32,high
2026-05-16 02:27:43.712104,user17,10.0.0.43,10.0.0.45,impossible_travel,winword.exe,,low
2026-05-16 02:40:03.712104,user14,10.0.0.26,10.0.0.28,successful_login,powershell.exe,,low
2026-05-16 02:42:17.712104,user14,10.0.0.50,10.0.0.25,impossible_travel,chrome.exe,,medium
2026-05-16 02:42:34.712104,user9,10.0.0.25,10.0.0.18,successful_login,chrome.exe,hash_47,medium
2026-05-16 02:53:03.712104,user16,10.0.0.46,10.0.0.43,successful_login,svchost.exe,,high
2026-05-16 03:05:50.712104,user19,10.0.0.28,10.0.0.3,privilege_escalation,chrome.exe,,high
2026-05-16 03:29:44.712104,user4,10.0.0.47,10.0.0.28,successful_login,chrome.exe,,medium
2026-05-16 03:30:14.712104,user10,10.0.0.14,10.0.0.11,failed_login,winword.exe,,medium
2026-05-16 03:43:09.712104,user18,10.0.0.42,10.0.0.26,successful_login,winword.exe,,low
2026-05-16 03:43:17.712104,user15,10.0.0.49,10.0.0.2,impossible_travel,powershell.exe,hash_119,high
2026-05-16 03:43:32.712104,user7,10.0.0.26,10.0.0.9,failed_login,svchost.exe,,medium
2026-05-16 03:52:21.712104,user5,10.0.0.18,10.0.0.50,impossible_travel,winword.exe,,medium
2026-05-16 03:55:19.712104,user14,10.0.0.23,10.0.0.35,failed_login,cmd.exe,hash_148,low
2026-05-16 03:59:59.712104,user20,10.0.0.36,10.0.0.36,successful_login,svchost.exe,,low
2026-05-16 04:01:58.712104,user12,10.0.0.27,10.0.0.25,failed_login,svchost.exe,,high
2026-05-16 04:12:00.712104,user12,10.0.0.8,10.0.0.12,successful_login,cmd.exe,hash_99,low
2026-05-16 04:19:16.712104,user20,10.0.0.44,10.0.0.32,malware_detected,cmd.exe,,critical
2026-05-16 04:34:38.712104,user4,10.0.0.18,10.0.0.27,successful_login,svchost.exe,,low
2026-05-16 04:37:41.712104,user19,10.0.0.27,10.0.0.8,successful_login,powershell.exe,hash_186,medium
2026-05-16 04:40:22.712104,user20,10.0.0.6,10.0.0.20,successful_login,cmd.exe,,low
2026-05-16 04:43:45.712104,user11,10.0.0.35,10.0.0.7,failed_login,cmd.exe,,medium
2026-05-16 04:44:27.712104,user18,10.0.0.24,10.0.0.27,successful_login,svchost.exe,,low
2026-05-16 04:48:14.712104,user11,10.0.0.21,10.0.0.10,failed_login,svchost.exe,,low
2026-05-16 04:50:10.712104,user3,10.0.0.42,10.0.0.8,successful_login,svchost.exe,,low
2026-05-16 04:57:42.712104,user7,10.0.0.19,10.0.0.23,failed_login,cmd.exe,,low
2026-05-16 05:09:01.712104,user5,10.0.0.17,10.0.0.27,successful_login,powershell.exe,,medium
2026-05-16 05:12:59.712104,user11,10.0.0.48,10.0.0.2,failed_login,powershell.exe,,medium
2026-05-16 05:13:08.712104,user1,10.0.0.9,10.0.0.32,suspicious_powershell,powershell.exe,hash_167,low
2026-05-16 05:36:56.712104,user7,10.0.0.13,10.0.0.29,successful_login,cmd.exe,,medium
2026-05-16 05:38:40.712104,user6,10.0.0.14,10.0.0.24,suspicious_powershell,powershell.exe,hash_46,medium
2026-05-16 05:46:10.712104,user7,10.0.0.1,10.0.0.41,failed_login,svchost.exe,,critical
2026-05-16 05:46:58.712104,user7,10.0.0.42,10.0.0.1,malware_detected,svchost.exe,,medium
2026-05-16 05:49:09.712104,user11,10.0.0.20,10.0.0.20,successful_login,chrome.exe,,medium
2026-05-16 05:55:45.712104,user12,10.0.0.25,10.0.0.33,failed_login,cmd.exe,,medium
2026-05-16 05:56:09.712104,user16,10.0.0.10,10.0.0.18,malware_detected,powershell.exe,,medium
2026-05-16 05:59:45.712104,user3,10.0.0.9,10.0.0.26,successful_login,winword.exe,,medium
2026-05-16 06:08:09.712104,user1,10.0.0.3,10.0.0.12,successful_login,svchost.exe,,low
2026-05-16 06:19:32.712104,user17,10.0.0.23,10.0.0.32,successful_login,cmd.exe,,high
2026-05-16 06:32:21.712104,user11,10.0.0.18,10.0.0.9,successful_login,winword.exe,,low
2026-05-16 06:34:03.712104,user18,10.0.0.5,10.0.0.41,successful_login,powershell.exe,,high
2026-05-16 06:38:49.712104,user10,10.0.0.18,10.0.0.40,suspicious_powershell,svchost.exe,,low
2026-05-16 06:43:28.712104,user18,10.0.0.3,10.0.0.40,suspicious_powershell,svchost.exe,,medium
2026-05-16 06:49:16.712104,user20,10.0.0.48,10.0.0.32,lateral_movement,powershell.exe,,low
2026-05-16 07:04:55.712104,user4,10.0.0.34,10.0.0.37,successful_login,powershell.exe,,high
2026-05-16 07:13:14.712104,user2,10.0.0.32,10.0.0.10,successful_login,chrome.exe,,low
2026-05-16 07:18:04.712104,user5,10.0.0.37,10.0.0.11,failed_login,chrome.exe,,low
2026-05-16 07:20:33.712104,user8,10.0.0.34,10.0.0.44,privilege_escalation,powershell.exe,,low
2026-05-16 07:30:03.712104,user9,10.0.0.10,10.0.0.19,failed_login,winword.exe,hash_110,medium
2026-05-16 07:34:15.712104,user2,10.0.0.15,10.0.0.25,failed_login,chrome.exe,,low
2026-05-16 07:58:57.712104,user1,10.0.0.49,10.0.0.3,successful_login,chrome.exe,,medium
2026-05-16 08:08:47.712104,user6,10.0.0.46,10.0.0.9,privilege_escalation,winword.exe,,medium
2026-05-16 08:28:07.712104,user5,10.0.0.20,10.0.0.47,failed_login,svchost.exe,hash_200,low
2026-05-16 08:38:20.712104,user6,10.0.0.39,10.0.0.16,impossible_travel,cmd.exe,,low
2026-05-16 08:38:49.712104,user11,10.0.0.6,10.0.0.45,successful_login,chrome.exe,,low
2026-05-16 08:39:38.712104,user10,10.0.0.5,10.0.0.10,successful_login,winword.exe,,low
2026-05-16 09:03:01.712104,user7,10.0.0.49,10.0.0.44,failed_login,cmd.exe,,low
2026-05-16 09:03:05.712104,user16,10.0.0.1,10.0.0.30,failed_login,winword.exe,,low
2026-05-16 09:03:59.712104,user4,10.0.0.7,10.0.0.39,malware_detected,svchost.exe,,low
2026-05-16 09:08:36.712104,user4,10.0.0.14,10.0.0.37,impossible_travel,svchost.exe,,low
2026-05-16 09:09:15.712104,user20,10.0.0.16,10.0.0.16,malware_detected,cmd.exe,,medium
2026-05-16 09:22:46.712104,user5,10.0.0.7,10.0.0.47,successful_login,powershell.exe,,low
2026-05-16 09:38:01.712104,user15,10.0.0.11,10.0.0.13,successful_login,winword.exe,,low
2026-05-16 09:43:20.712104,user4,10.0.0.21,10.0.0.40,successful_login,winword.exe,,medium
2026-05-16 09:59:51.712104,user20,10.0.0.4,10.0.0.21,suspicious_powershell,powershell.exe,,low
2026-05-16 10:06:42.712104,user2,10.0.0.5,10.0.0.39,successful_login,winword.exe,hash_56,medium
2026-05-16 10:13:32.712104,user1,10.0.0.20,10.0.0.17,failed_login,cmd.exe,,low
2026-05-16 10:20:17.712104,user19,10.0.0.44,10.0.0.7,malware_detected,winword.exe,,medium
2026-05-16 10:21:29.712104,user11,10.0.0.43,10.0.0.50,successful_login,cmd.exe,,medium
2026-05-16 10:22:20.712104,user20,10.0.0.33,10.0.0.35,impossible_travel,cmd.exe,,low
2026-05-16 10:23:44.712104,user9,10.0.0.10,10.0.0.31,successful_login,chrome.exe,,low
2026-05-16 10:35:30.712104,user8,10.0.0.24,10.0.0.43,failed_login,chrome.exe,,medium
2026-05-16 10:35:42.712104,user14,10.0.0.8,10.0.0.45,successful_login,chrome.exe,,low
2026-05-16 10:44:19.712104,user14,10.0.0.41,10.0.0.3,failed_login,svchost.exe,hash_2,medium
2026-05-16 10:45:01.712104,user18,10.0.0.24,10.0.0.14,lateral_movement,svchost.exe,hash_166,medium
2026-05-16 10:45:34.712104,user13,10.0.0.35,10.0.0.24,lateral_movement,chrome.exe,,high
2026-05-16 10:51:54.712104,user17,10.0.0.10,10.0.0.18,lateral_movement,winword.exe,hash_117,low
2026-05-16 10:52:57.712104,user20,10.0.0.14,10.0.0.34,failed_login,powershell.exe,,medium
2026-05-16 11:02:17.712104,user9,10.0.0.39,10.0.0.43,suspicious_powershell,powershell.exe,,low
2026-05-16 11:02:21.712104,user1,10.0.0.5,10.0.0.11,malware_detected,winword.exe,hash_161,medium
2026-05-16 11:04:04.712104,user20,10.0.0.1,10.0.0.2,successful_login,winword.exe,,medium
2026-05-16 11:08:37.712104,user18,10.0.0.37,10.0.0.46,impossible_travel,svchost.exe,,low
2026-05-16 11:09:11.712104,user10,10.0.0.31,10.0.0.5,successful_login,powershell.exe,hash_136,low
2026-05-16 11:18:38.712104,user2,10.0.0.10,10.0.0.22,successful_login,chrome.exe,hash_133,low
2026-05-16 11:19:59.712104,user18,10.0.0.6,10.0.0.19,malware_detected,powershell.exe,,low
2026-05-16 11:20:32.712104,user12,10.0.0.17,10.0.0.7,failed_login,chrome.exe,,high
2026-05-16 11:31:17.712104,user11,10.0.0.12,10.0.0.35,impossible_travel,powershell.exe,,low
2026-05-16 11:32:06.712104,user2,10.0.0.36,10.0.0.45,failed_login,winword.exe,,low
2026-05-16 11:35:56.712104,user12,10.0.0.5,10.0.0.19,successful_login,winword.exe,hash_53,medium
2026-05-16 11:41:52.712104,user7,10.0.0.3,10.0.0.40,impossible_travel,chrome.exe,,medium
2026-05-16 11:50:40.712104,user15,10.0.0.13,10.0.0.9,malware_detected,winword.exe,,high
2026-05-16 11:52:28.712104,user3,10.0.0.8,10.0.0.17,successful_login,svchost.exe,,medium
2026-05-16 11:57:09.712104,user14,10.0.0.9,10.0.0.5,successful_login,chrome.exe,,low
2026-05-16 12:04:02.712104,user5,10.0.0.24,10.0.0.18,failed_login,svchost.exe,,low
2026-05-16 12:09:33.712104,user6,10.0.0.39,10.0.0.35,failed_login,cmd.exe,,low
2026-05-16 12:17:02.712104,user2,10.0.0.50,10.0.0.36,successful_login,svchost.exe,,high
2026-05-16 12:17:25.712104,user16,10.0.0.4,10.0.0.29,successful_login,cmd.exe,,low
2026-05-16 12:21:08.712104,user3,10.0.0.27,10.0.0.21,impossible_travel,winword.exe,hash_15,low
2026-05-16 12:30:39.712104,user2,10.0.0.19,10.0.0.32,failed_login,chrome.exe,,low
2026-05-16 12:39:03.712104,user20,10.0.0.11,10.0.0.13,successful_login,powershell.exe,,medium
2026-05-16 13:04:09.712104,user17,10.0.0.28,10.0.0.9,failed_login,powershell.exe,hash_15,medium
2026-05-16 13:20:28.712104,user14,10.0.0.47,10.0.0.27,successful_login,chrome.exe,hash_109,medium
2026-05-16 13:32:47.712104,user12,10.0.0.41,10.0.0.5,successful_login,svchost.exe,hash_3,low
2026-05-16 13:39:15.712104,user14,10.0.0.37,10.0.0.21,impossible_travel,chrome.exe,,low
2026-05-16 13:40:03.712104,user11,10.0.0.19,10.0.0.43,failed_login,powershell.exe,hash_161,low
2026-05-16 13:55:51.712104,user13,10.0.0.39,10.0.0.5,impossible_travel,chrome.exe,hash_25,high
2026-05-16 14:01:13.712104,user18,10.0.0.21,10.0.0.42,failed_login,cmd.exe,hash_77,low
2026-05-16 14:09:28.712104,user1,10.0.0.30,10.0.0.19,privilege_escalation,winword.exe,,medium
2026-05-16 14:11:34.712104,user9,10.0.0.15,10.0.0.1,impossible_travel,powershell.exe,,medium
2026-05-16 14:17:18.712104,user8,10.0.0.3,10.0.0.6,successful_login,cmd.exe,hash_42,medium
2026-05-16 14:27:41.712104,user5,10.0.0.27,10.0.0.1,impossible_travel,winword.exe,,low
2026-05-16 14:40:01.712104,user16,10.0.0.5,10.0.0.17,privilege_escalation,powershell.exe,hash_17,medium
2026-05-16 14:42:52.712104,user17,10.0.0.27,10.0.0.35,failed_login,winword.exe,,high
2026-05-16 14:49:14.712104,user12,10.0.0.31,10.0.0.33,failed_login,winword.exe,,low
2026-05-16 14:57:10.712104,user6,10.0.0.38,10.0.0.38,failed_login,chrome.exe,,critical
2026-05-16 15:03:29.712104,user8,10.0.0.37,10.0.0.6,failed_login,svchost.exe,,high
2026-05-16 15:09:51.712104,user7,10.0.0.7,10.0.0.9,successful_login,svchost.exe,,low
2026-05-16 15:15:51.712104,user1,10.0.0.5,10.0.0.17,failed_login,chrome.exe,hash_187,medium
2026-05-16 15:16:46.712104,user9,10.0.0.11,10.0.0.14,successful_login,cmd.exe,,low
2026-05-16 15:29:26.712104,user10,10.0.0.48,10.0.0.30,successful_login,cmd.exe,,medium
2026-05-16 15:30:08.712104,user13,10.0.0.11,10.0.0.37,malware_detected,cmd.exe,,medium
2026-05-16 15:40:22.712104,user11,10.0.0.14,10.0.0.46,privilege_escalation,chrome.exe,,low
2026-05-16 15:41:47.712104,user14,10.0.0.1,10.0.0.27,failed_login,chrome.exe,hash_140,low
2026-05-16 15:46:08.712104,user1,10.0.0.9,10.0.0.46,failed_login,cmd.exe,,low
2026-05-16 15:56:01.712104,user1,10.0.0.6,10.0.0.26,successful_login,cmd.exe,hash_98,high
2026-05-16 16:06:02.712104,user1,10.0.0.34,10.0.0.48,suspicious_powershell,svchost.exe,,medium
2026-05-16 16:19:56.712104,user13,10.0.0.46,10.0.0.48,failed_login,chrome.exe,hash_92,medium
2026-05-16 16:22:50.712104,user11,10.0.0.37,10.0.0.31,successful_login,chrome.exe,hash_56,low
2026-05-16 16:27:27.712104,user14,10.0.0.1,10.0.0.31,failed_login,svchost.exe,,medium
2026-05-16 16:30:13.712104,user11,10.0.0.13,10.0.0.36,failed_login,cmd.exe,hash_16,high
2026-05-16 16:32:01.712104,user13,10.0.0.20,10.0.0.40,failed_login,svchost.exe,,low
2026-05-16 16:46:20.712104,user1,10.0.0.40,10.0.0.21,lateral_movement,winword.exe,,low
2026-05-16 16:56:02.712104,user11,10.0.0.38,10.0.0.40,malware_detected,winword.exe,,medium
2026-05-16 16:59:12.712104,user17,10.0.0.42,10.0.0.17,lateral_movement,svchost.exe,,low
2026-05-16 17:15:52.712104,user1,10.0.0.18,10.0.0.32,malware_detected,powershell.exe,,medium
2026-05-16 17:25:38.712104,user4,10.0.0.30,10.0.0.33,suspicious_powershell,winword.exe,,high
2026-05-16 17:26:38.712104,user13,10.0.0.38,10.0.0.3,malware_detected,powershell.exe,,medium
2026-05-16 17:29:59.712104,user2,10.0.0.18,10.0.0.48,successful_login,svchost.exe,hash_87,low
2026-05-16 17:50:14.712104,user20,10.0.0.31,10.0.0.11,lateral_movement,cmd.exe,,low
2026-05-16 17:52:02.712104,user11,10.0.0.15,10.0.0.49,failed_login,cmd.exe,hash_157,low
2026-05-16 17:52:42.712104,user1,10.0.0.9,10.0.0.47,successful_login,winword.exe,,medium
2026-05-16 17:55:36.712104,user4,10.0.0.21,10.0.0.49,failed_login,chrome.exe,,low
2026-05-16 17:55:53.712104,user6,10.0.0.23,10.0.0.27,successful_login,winword.exe,,low
2026-05-16 18:02:37.712104,user20,10.0.0.10,10.0.0.39,failed_login,winword.exe,,low
2026-05-16 18:04:03.712104,user10,10.0.0.10,10.0.0.29,impossible_travel,powershell.exe,,high
2026-05-16 18:09:21.712104,user17,10.0.0.11,10.0.0.11,successful_login,svchost.exe,hash_49,low
2026-05-16 18:10:24.712104,user6,10.0.0.40,10.0.0.46,failed_login,svchost.exe,hash_165,medium
2026-05-16 18:10:49.712104,user3,10.0.0.38,10.0.0.42,failed_login,winword.exe,,medium
2026-05-16 18:16:32.712104,user1,10.0.0.48,10.0.0.38,suspicious_powershell,svchost.exe,hash_144,low
2026-05-16 18:19:42.712104,user6,10.0.0.30,10.0.0.43,impossible_travel,chrome.exe,,low
2026-05-16 18:25:55.712104,user6,10.0.0.6,10.0.0.29,suspicious_powershell,powershell.exe,,low
2026-05-16 18:31:18.712104,user8,10.0.0.4,10.0.0.5,successful_login,chrome.exe,,low
2026-05-16 18:31:51.712104,user15,10.0.0.6,10.0.0.2,failed_login,cmd.exe,hash_61,high
2026-05-16 18:38:11.712104,user11,10.0.0.22,10.0.0.45,failed_login,powershell.exe,,high
2026-05-16 18:40:55.712104,user18,10.0.0.37,10.0.0.32,successful_login,svchost.exe,hash_81,medium
2026-05-16 18:51:59.712104,user8,10.0.0.15,10.0.0.41,lateral_movement,powershell.exe,,critical
2026-05-16 19:05:30.712104,user15,10.0.0.13,10.0.0.25,failed_login,winword.exe,,low
2026-05-16 19:07:46.712104,user4,10.0.0.32,10.0.0.44,lateral_movement,powershell.exe,,high
2026-05-16 19:10:51.712104,user1,10.0.0.2,10.0.0.29,impossible_travel,cmd.exe,,high
2026-05-16 19:12:22.712104,user18,10.0.0.28,10.0.0.3,successful_login,cmd.exe,,critical
2026-05-16 19:12:48.712104,user11,10.0.0.6,10.0.0.39,successful_login,winword.exe,,medium
2026-05-16 19:14:44.712104,user20,10.0.0.13,10.0.0.43,malware_detected,winword.exe,,medium
2026-05-16 19:24:00.712104,user9,10.0.0.18,10.0.0.47,successful_login,chrome.exe,,medium
2026-05-16 19:33:20.712104,user9,10.0.0.12,10.0.0.20,successful_login,svchost.exe,,high
2026-05-16 19:41:41.712104,user20,10.0.0.32,10.0.0.7,malware_detected,cmd.exe,,low
2026-05-16 19:41:51.712104,user13,10.0.0.20,10.0.0.20,failed_login,chrome.exe,,medium
2026-05-16 19:48:20.712104,user11,10.0.0.19,10.0.0.48,successful_login,powershell.exe,,medium
2026-05-16 19:57:15.712104,user13,10.0.0.26,10.0.0.49,failed_login,cmd.exe,,medium
2026-05-16 20:16:59.712104,user17,10.0.0.12,10.0.0.25,failed_login,winword.exe,hash_29,critical
2026-05-16 20:18:09.712104,user14,10.0.0.30,10.0.0.23,successful_login,svchost.exe,,low
2026-05-16 20:20:18.712104,user16,10.0.0.50,10.0.0.1,malware_detected,cmd.exe,,medium
2026-05-16 20:34:49.712104,user9,10.0.0.29,10.0.0.45,successful_login,winword.exe,,high
2026-05-16 20:42:49.712104,user17,10.0.0.3,10.0.0.8,successful_login,winword.exe,hash_50,low
2026-05-16 20:45:10.712104,user19,10.0.0.32,10.0.0.4,failed_login,chrome.exe,hash_162,high
2026-05-16 20:48:30.712104,user15,10.0.0.30,10.0.0.44,malware_detected,svchost.exe,hash_151,low
2026-05-16 20:51:54.712104,user16,10.0.0.24,10.0.0.3,successful_login,cmd.exe,,low
2026-05-16 20:53:32.712104,user11,10.0.0.34,10.0.0.37,failed_login,svchost.exe,hash_85,critical
2026-05-16 20:54:05.712104,user18,10.0.0.18,10.0.0.45,successful_login,cmd.exe,,low
2026-05-16 21:03:33.712104,user9,10.0.0.30,10.0.0.24,impossible_travel,winword.exe,,high
2026-05-16 21:23:35.712104,user17,10.0.0.4,10.0.0.32,failed_login,winword.exe,,medium
2026-05-16 21:40:15.712104,user3,10.0.0.27,10.0.0.11,privilege_escalation,winword.exe,hash_116,medium
2026-05-16 21:49:33.712104,user11,10.0.0.39,10.0.0.17,suspicious_powershell,svchost.exe,,low
2026-05-16 22:09:19.712104,user5,10.0.0.22,10.0.0.4,successful_login,powershell.exe,,low
2026-05-16 22:23:01.712104,user13,10.0.0.1,10.0.0.24,malware_detected,powershell.exe,,medium
2026-05-16 22:32:12.712104,user8,10.0.0.23,10.0.0.44,failed_login,cmd.exe,hash_194,low
2026-05-16 22:35:47.712104,user20,10.0.0.37,10.0.0.46,failed_login,winword.exe,,medium
2026-05-16 22:37:06.712104,user6,10.0.0.5,10.0.0.33,successful_login,cmd.exe,,medium
